"PAIS","DEPARTAMENTO","CODIGO DANE","MUNICIPIO","DESAGREGACIÓN CULTIVO","CULTIVO","CICLO DE CULTIVO","GRUPO CULTIVO","SUBGRUPO","AÑO","PERIODO","Área Sembrada(ha)","ÁREA COSECHADA(ha)","PRODUCCION(t)","RENDIMIENTO(t/ha)","CÓDIGO  CULTIVO","NOMBRE CIENTÍFICO CULTIVO","ESTADO FISICO DEL CULTIVO"
"Colombia","Caldas","17001","Manizales","Gulupa o cholupa","Gulupa o cholupa","Permanente","Frutales","Pasifloráceas","2021","2021","0.80","0.8","28.8","36","2043100","Passiflora edulis Sims fo. Edulis","En fresco"
"Colombia","Caldas","17001","Manizales","Limón  Tahití","Limón  Tahití","Permanente","Frutales","Cítricos","2021","2021","206.30","90.3","993.3","11","2043603","Citrus limon L.","En fresco"
"Colombia","Caldas","17001","Manizales","Mandarina Arrayana y/o Oneco","Mandarina Arrayana y/o Oneco","Permanente","Frutales","Cítricos","2021","2021","59.88","54.24","1,356","25","2044101","Citrus reticulata","En fresco"
"Colombia","Caldas","17001","Manizales","Naranja Valencia","Naranja Valencia","Permanente","Frutales","Cítricos","2021","2021","312.56","307.56","7,996.56","26","2044903","Citrus sinensis L. OSBECK","En fresco"
"Colombia","Caldas","17001","Manizales","Plátano consumo interno","Plátano consumo interno","Permanente","Frutales","Demas frutales","2021","2021","1,579.00","1,461","24,106.5","16.5","2045802","Musa paradisiaca L.","En fresco"
"Colombia","Caldas","17001","Manizales","Cebolla De Rama","Cebolla De Rama","Transitorio","Hortalizas","Hortalizas de Tallo","2021","2021A","0.51","0.5","11.5","23","1051200","Allium fistulosum","En fresco"
"Colombia","Caldas","17001","Manizales","Cilantro","Cilantro","Transitorio","Hortalizas","Hortalizas de Hoja","2021","2021A","1.44","1.43","11.44","8","1051300","Coriandrum sativum","En fresco"
"Colombia","Caldas","17001","Manizales","Lechuga","Lechuga","Transitorio","Hortalizas","Hortalizas de Hoja","2021","2021A","0.44","0.43","5.59","13","1051900","Lactuca sativa","En fresco"
"Colombia","Caldas","17001","Manizales","Pimentón","Pimentón","Transitorio","Hortalizas","Hortalizas de Futo","2021","2021A","0.12","0.11","1.98","18","1052500","Capsicum annuum L","En fresco"
"Colombia","Caldas","17001","Manizales","Repollo","Repollo","Transitorio","Hortalizas","Hortalizas de Hoja","2021","2021A","0.54","0.53","6.36","12","1052800","Brassica oleracea var. capitata","En fresco"
"Colombia","Caldas","17001","Manizales","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2021","2021A","2.35","2.34","60.84","26","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17001","Manizales","Papa todas las variedades","Papa todas las variedades","Transitorio","Raíces y Tubérculos","Raíces y Tubérculos","2021","2021A","57.00","56","728","13","1080701","Solanum tuberosum","En fresco"
"Colombia","Caldas","17001","Manizales","Cebolla De Rama","Cebolla De Rama","Transitorio","Hortalizas","Hortalizas de Tallo","2021","2021B","0.30","0.3","6.97","23.23","1051200","Allium fistulosum","En fresco"
"Colombia","Caldas","17001","Manizales","Cilantro","Cilantro","Transitorio","Hortalizas","Hortalizas de Hoja","2021","2021B","0.18","0.18","1.43","7.94","1051300","Coriandrum sativum","En fresco"
"Colombia","Caldas","17001","Manizales","Lechuga","Lechuga","Transitorio","Hortalizas","Hortalizas de Hoja","2021","2021B","0.21","0.21","2.69","12.81","1051900","Lactuca sativa","En fresco"
"Colombia","Caldas","17001","Manizales","Pimentón","Pimentón","Transitorio","Hortalizas","Hortalizas de Futo","2021","2021B","0.01","0.01","0.21","21","1052500","Capsicum annuum L","En fresco"
"Colombia","Caldas","17001","Manizales","Repollo","Repollo","Transitorio","Hortalizas","Hortalizas de Hoja","2021","2021B","0.36","0.36","4.27","11.86","1052800","Brassica oleracea var. capitata","En fresco"
"Colombia","Caldas","17001","Manizales","Tomate","Tomate","Transitorio","Hortalizas","Hortalizas de Futo","2021","2021B","3.82","3.82","99.27","25.99","1052901","Lycopersicon esculentum","En fresco"
"Colombia","Caldas","17001","Manizales","Papa todas las variedades","Papa todas las variedades","Transitorio","Raíces y Tubérculos","Raíces y Tubérculos","2021","2021B","193.00","193","2,509","13","1080701","Solanum tuberosum","En fresco"
"Colombia","Caldas","17013","Aguadas","Iraca","Iraca","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2021","2021","18.00","16","40","2.5","2030600","Carludovica palmata","En fresco"
"Colombia","Caldas","17013","Aguadas","Aguacate Hass","Aguacate Hass","Permanente","Frutales","Demas frutales","2021","2021","1,502.00","1,502","16,521.94","11","2040201","Persea americana hass","En fresco"
"Colombia","Caldas","17013","Aguadas","Aguacate Papelillo","Aguacate Papelillo","Permanente","Frutales","Demas frutales","2021","2021","86.57","69.57","765.27","11","2040202","Persea americana mill","En fresco"
